target,replicate,fastq1,fastq2,control1,control2
CTBP1-human,2,https://www.encodeproject.org/files/ENCFF077DIB/@@download/ENCFF077DIB.fastq.gz,https://www.encodeproject.org/files/ENCFF829YQD/@@download/ENCFF829YQD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
CTBP1-human,3,https://www.encodeproject.org/files/ENCFF092XAM/@@download/ENCFF092XAM.fastq.gz,https://www.encodeproject.org/files/ENCFF903XDQ/@@download/ENCFF903XDQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
DACH1-human,1,https://www.encodeproject.org/files/ENCFF329ZRM/@@download/ENCFF329ZRM.fastq.gz,https://www.encodeproject.org/files/ENCFF504ZSA/@@download/ENCFF504ZSA.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
DACH1-human,2,https://www.encodeproject.org/files/ENCFF340IWG/@@download/ENCFF340IWG.fastq.gz,https://www.encodeproject.org/files/ENCFF402INY/@@download/ENCFF402INY.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
DDX20-human,1,https://www.encodeproject.org/files/ENCFF071FDG/@@download/ENCFF071FDG.fastq.gz,https://www.encodeproject.org/files/ENCFF881HGO/@@download/ENCFF881HGO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
DDX20-human,2,https://www.encodeproject.org/files/ENCFF077SBC/@@download/ENCFF077SBC.fastq.gz,https://www.encodeproject.org/files/ENCFF706WJQ/@@download/ENCFF706WJQ.fastq.gz,https://www.encodeproject.org/files/ENCFF969JRS/@@download/ENCFF969JRS.fastq.gz,https://www.encodeproject.org/files/ENCFF467ZVS/@@download/ENCFF467ZVS.fastq.gz
DDX20-human,3,https://www.encodeproject.org/files/ENCFF129CFJ/@@download/ENCFF129CFJ.fastq.gz,https://www.encodeproject.org/files/ENCFF674JSK/@@download/ENCFF674JSK.fastq.gz,https://www.encodeproject.org/files/ENCFF467ZVS/@@download/ENCFF467ZVS.fastq.gz,https://www.encodeproject.org/files/ENCFF969JRS/@@download/ENCFF969JRS.fastq.gz
DDX20-human,4,https://www.encodeproject.org/files/ENCFF771DFR/@@download/ENCFF771DFR.fastq.gz,https://www.encodeproject.org/files/ENCFF931EDX/@@download/ENCFF931EDX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
DIDO1-human,1,https://www.encodeproject.org/files/ENCFF382BWE/@@download/ENCFF382BWE.fastq.gz,https://www.encodeproject.org/files/ENCFF943GMA/@@download/ENCFF943GMA.fastq.gz,https://www.encodeproject.org/files/ENCFF795ITH/@@download/ENCFF795ITH.fastq.gz,https://www.encodeproject.org/files/ENCFF729LDU/@@download/ENCFF729LDU.fastq.gz
DIDO1-human,2,https://www.encodeproject.org/files/ENCFF597HDK/@@download/ENCFF597HDK.fastq.gz,https://www.encodeproject.org/files/ENCFF992IHE/@@download/ENCFF992IHE.fastq.gz,https://www.encodeproject.org/files/ENCFF795ITH/@@download/ENCFF795ITH.fastq.gz,https://www.encodeproject.org/files/ENCFF729LDU/@@download/ENCFF729LDU.fastq.gz
DNMT1-human,1,https://www.encodeproject.org/files/ENCFF126MZP/@@download/ENCFF126MZP.fastq.gz,https://www.encodeproject.org/files/ENCFF553GOC/@@download/ENCFF553GOC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
DNMT1-human,2,https://www.encodeproject.org/files/ENCFF306GVI/@@download/ENCFF306GVI.fastq.gz,https://www.encodeproject.org/files/ENCFF436CBC/@@download/ENCFF436CBC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
DPF2-human,1,https://www.encodeproject.org/files/ENCFF031JCO/@@download/ENCFF031JCO.fastq.gz,https://www.encodeproject.org/files/ENCFF579BJG/@@download/ENCFF579BJG.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
DPF2-human,2,https://www.encodeproject.org/files/ENCFF245SAZ/@@download/ENCFF245SAZ.fastq.gz,https://www.encodeproject.org/files/ENCFF952UEN/@@download/ENCFF952UEN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
DPF2-human,3,https://www.encodeproject.org/files/ENCFF290HFY/@@download/ENCFF290HFY.fastq.gz,https://www.encodeproject.org/files/ENCFF389HJO/@@download/ENCFF389HJO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
DPF2-human,4,https://www.encodeproject.org/files/ENCFF469EAQ/@@download/ENCFF469EAQ.fastq.gz,https://www.encodeproject.org/files/ENCFF820AHB/@@download/ENCFF820AHB.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
E2F1-human,1,https://www.encodeproject.org/files/ENCFF108ESB/@@download/ENCFF108ESB.fastq.gz,https://www.encodeproject.org/files/ENCFF895VJN/@@download/ENCFF895VJN.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
E2F1-human,2,https://www.encodeproject.org/files/ENCFF132KBU/@@download/ENCFF132KBU.fastq.gz,https://www.encodeproject.org/files/ENCFF735BSJ/@@download/ENCFF735BSJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
E2F1-human,3,https://www.encodeproject.org/files/ENCFF399CCC/@@download/ENCFF399CCC.fastq.gz,https://www.encodeproject.org/files/ENCFF907JIE/@@download/ENCFF907JIE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
E2F1-human,4,https://www.encodeproject.org/files/ENCFF749JUG/@@download/ENCFF749JUG.fastq.gz,https://www.encodeproject.org/files/ENCFF942QFN/@@download/ENCFF942QFN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
E2F1-human,5,https://www.encodeproject.org/files/ENCFF803CCE/@@download/ENCFF803CCE.fastq.gz,https://www.encodeproject.org/files/ENCFF917BAA/@@download/ENCFF917BAA.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
E2F1-human,6,https://www.encodeproject.org/files/ENCFF921OKO/@@download/ENCFF921OKO.fastq.gz,https://www.encodeproject.org/files/ENCFF944WBR/@@download/ENCFF944WBR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
E2F7-human,1,https://www.encodeproject.org/files/ENCFF124KEV/@@download/ENCFF124KEV.fastq.gz,https://www.encodeproject.org/files/ENCFF584BPF/@@download/ENCFF584BPF.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
E2F7-human,2,https://www.encodeproject.org/files/ENCFF928ZAS/@@download/ENCFF928ZAS.fastq.gz,https://www.encodeproject.org/files/ENCFF971CJJ/@@download/ENCFF971CJJ.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz
E2F8-human,1,https://www.encodeproject.org/files/ENCFF365NLR/@@download/ENCFF365NLR.fastq.gz,https://www.encodeproject.org/files/ENCFF467AXX/@@download/ENCFF467AXX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
E2F8-human,2,https://www.encodeproject.org/files/ENCFF778OSN/@@download/ENCFF778OSN.fastq.gz,https://www.encodeproject.org/files/ENCFF839XCL/@@download/ENCFF839XCL.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
E4F1-human,1,https://www.encodeproject.org/files/ENCFF243UPQ/@@download/ENCFF243UPQ.fastq.gz,https://www.encodeproject.org/files/ENCFF301GHT/@@download/ENCFF301GHT.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
E4F1-human,2,https://www.encodeproject.org/files/ENCFF447FBL/@@download/ENCFF447FBL.fastq.gz,https://www.encodeproject.org/files/ENCFF953JKI/@@download/ENCFF953JKI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
E4F1-human,3,https://www.encodeproject.org/files/ENCFF603CIN/@@download/ENCFF603CIN.fastq.gz,https://www.encodeproject.org/files/ENCFF772FZX/@@download/ENCFF772FZX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
EGR1-human,1,https://www.encodeproject.org/files/ENCFF025AGM/@@download/ENCFF025AGM.fastq.gz,https://www.encodeproject.org/files/ENCFF751XCN/@@download/ENCFF751XCN.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz
EGR1-human,2,https://www.encodeproject.org/files/ENCFF045QIG/@@download/ENCFF045QIG.fastq.gz,https://www.encodeproject.org/files/ENCFF871VWH/@@download/ENCFF871VWH.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz
EGR1-human,3,https://www.encodeproject.org/files/ENCFF207NIS/@@download/ENCFF207NIS.fastq.gz,https://www.encodeproject.org/files/ENCFF326BXX/@@download/ENCFF326BXX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
EGR1-human,4,https://www.encodeproject.org/files/ENCFF217XOV/@@download/ENCFF217XOV.fastq.gz,https://www.encodeproject.org/files/ENCFF599IKS/@@download/ENCFF599IKS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
EHMT2-human,1,https://www.encodeproject.org/files/ENCFF173LQG/@@download/ENCFF173LQG.fastq.gz,https://www.encodeproject.org/files/ENCFF611URC/@@download/ENCFF611URC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
EHMT2-human,2,https://www.encodeproject.org/files/ENCFF698YEB/@@download/ENCFF698YEB.fastq.gz,https://www.encodeproject.org/files/ENCFF844OMR/@@download/ENCFF844OMR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ELF1-human,1,https://www.encodeproject.org/files/ENCFF070OBA/@@download/ENCFF070OBA.fastq.gz,https://www.encodeproject.org/files/ENCFF932JXG/@@download/ENCFF932JXG.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ELF1-human,2,https://www.encodeproject.org/files/ENCFF132GWN/@@download/ENCFF132GWN.fastq.gz,https://www.encodeproject.org/files/ENCFF456MJL/@@download/ENCFF456MJL.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ELF4-human,1,https://www.encodeproject.org/files/ENCFF029HOW/@@download/ENCFF029HOW.fastq.gz,https://www.encodeproject.org/files/ENCFF270PKY/@@download/ENCFF270PKY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ELF4-human,2,https://www.encodeproject.org/files/ENCFF587AYW/@@download/ENCFF587AYW.fastq.gz,https://www.encodeproject.org/files/ENCFF625HJX/@@download/ENCFF625HJX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
EP400-human,1,https://www.encodeproject.org/files/ENCFF076RPA/@@download/ENCFF076RPA.fastq.gz,https://www.encodeproject.org/files/ENCFF636OJT/@@download/ENCFF636OJT.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
EP400-human,2,https://www.encodeproject.org/files/ENCFF478BKV/@@download/ENCFF478BKV.fastq.gz,https://www.encodeproject.org/files/ENCFF604RKI/@@download/ENCFF604RKI.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ESRRA-human,1,https://www.encodeproject.org/files/ENCFF002DOX/@@download/ENCFF002DOX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFV/@@download/ENCFF002EFV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ESRRA-human,2,https://www.encodeproject.org/files/ENCFF002DOY/@@download/ENCFF002DOY.fastq.gz,https://www.encodeproject.org/files/ENCFF002DUB/@@download/ENCFF002DUB.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ETS2-human,1,https://www.encodeproject.org/files/ENCFF466RJA/@@download/ENCFF466RJA.fastq.gz,https://www.encodeproject.org/files/ENCFF548XLM/@@download/ENCFF548XLM.fastq.gz,https://www.encodeproject.org/files/ENCFF258YTR/@@download/ENCFF258YTR.fastq.gz,https://www.encodeproject.org/files/ENCFF258YTR/@@download/ENCFF258YTR.fastq.gz
ETS2-human,2,https://www.encodeproject.org/files/ENCFF817VCN/@@download/ENCFF817VCN.fastq.gz,https://www.encodeproject.org/files/ENCFF947BPK/@@download/ENCFF947BPK.fastq.gz,https://www.encodeproject.org/files/ENCFF258YTR/@@download/ENCFF258YTR.fastq.gz,https://www.encodeproject.org/files/ENCFF258YTR/@@download/ENCFF258YTR.fastq.gz
ETV1-human,1,https://www.encodeproject.org/files/ENCFF548SNS/@@download/ENCFF548SNS.fastq.gz,https://www.encodeproject.org/files/ENCFF898MPN/@@download/ENCFF898MPN.fastq.gz,https://www.encodeproject.org/files/ENCFF487HZM/@@download/ENCFF487HZM.fastq.gz,https://www.encodeproject.org/files/ENCFF510RBZ/@@download/ENCFF510RBZ.fastq.gz
ETV1-human,2,https://www.encodeproject.org/files/ENCFF865UHF/@@download/ENCFF865UHF.fastq.gz,https://www.encodeproject.org/files/ENCFF990FFM/@@download/ENCFF990FFM.fastq.gz,https://www.encodeproject.org/files/ENCFF510RBZ/@@download/ENCFF510RBZ.fastq.gz,https://www.encodeproject.org/files/ENCFF487HZM/@@download/ENCFF487HZM.fastq.gz
EWSR1-human,1,https://www.encodeproject.org/files/ENCFF377PHH/@@download/ENCFF377PHH.fastq.gz,https://www.encodeproject.org/files/ENCFF510HXD/@@download/ENCFF510HXD.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
EWSR1-human,2,https://www.encodeproject.org/files/ENCFF605BFZ/@@download/ENCFF605BFZ.fastq.gz,https://www.encodeproject.org/files/ENCFF824PVS/@@download/ENCFF824PVS.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
FOXA1-human,1,https://www.encodeproject.org/files/ENCFF186GBM/@@download/ENCFF186GBM.fastq.gz,https://www.encodeproject.org/files/ENCFF394CJB/@@download/ENCFF394CJB.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
FOXA1-human,2,https://www.encodeproject.org/files/ENCFF692TZI/@@download/ENCFF692TZI.fastq.gz,https://www.encodeproject.org/files/ENCFF762YIW/@@download/ENCFF762YIW.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
FOXK2-human,1,https://www.encodeproject.org/files/ENCFF097VAH/@@download/ENCFF097VAH.fastq.gz,https://www.encodeproject.org/files/ENCFF795LQA/@@download/ENCFF795LQA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
FOXK2-human,2,https://www.encodeproject.org/files/ENCFF164JCA/@@download/ENCFF164JCA.fastq.gz,https://www.encodeproject.org/files/ENCFF344DMA/@@download/ENCFF344DMA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
FOXK2-human,3,https://www.encodeproject.org/files/ENCFF260CTF/@@download/ENCFF260CTF.fastq.gz,https://www.encodeproject.org/files/ENCFF959CFI/@@download/ENCFF959CFI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
FOXK2-human,4,https://www.encodeproject.org/files/ENCFF383GMF/@@download/ENCFF383GMF.fastq.gz,https://www.encodeproject.org/files/ENCFF441GEH/@@download/ENCFF441GEH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
FOXM1-human,1,https://www.encodeproject.org/files/ENCFF007LTF/@@download/ENCFF007LTF.fastq.gz,https://www.encodeproject.org/files/ENCFF167VUS/@@download/ENCFF167VUS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
FOXM1-human,2,https://www.encodeproject.org/files/ENCFF749GVI/@@download/ENCFF749GVI.fastq.gz,https://www.encodeproject.org/files/ENCFF888ZYM/@@download/ENCFF888ZYM.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
GABPB1-human,1,https://www.encodeproject.org/files/ENCFF381AJO/@@download/ENCFF381AJO.fastq.gz,https://www.encodeproject.org/files/ENCFF698RJT/@@download/ENCFF698RJT.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
GABPB1-human,2,https://www.encodeproject.org/files/ENCFF504MVU/@@download/ENCFF504MVU.fastq.gz,https://www.encodeproject.org/files/ENCFF887CDX/@@download/ENCFF887CDX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
GATAD2A-human,1,https://www.encodeproject.org/files/ENCFF076CUB/@@download/ENCFF076CUB.fastq.gz,https://www.encodeproject.org/files/ENCFF160GSI/@@download/ENCFF160GSI.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
GATAD2A-human,2,https://www.encodeproject.org/files/ENCFF164NLU/@@download/ENCFF164NLU.fastq.gz,https://www.encodeproject.org/files/ENCFF762OUK/@@download/ENCFF762OUK.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz
GATAD2B-human,1,https://www.encodeproject.org/files/ENCFF489DPL/@@download/ENCFF489DPL.fastq.gz,https://www.encodeproject.org/files/ENCFF999EFL/@@download/ENCFF999EFL.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
GATAD2B-human,2,https://www.encodeproject.org/files/ENCFF523ULM/@@download/ENCFF523ULM.fastq.gz,https://www.encodeproject.org/files/ENCFF552ETP/@@download/ENCFF552ETP.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
GMEB1-human,1,https://www.encodeproject.org/files/ENCFF452YKY/@@download/ENCFF452YKY.fastq.gz,https://www.encodeproject.org/files/ENCFF833EAO/@@download/ENCFF833EAO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
GMEB1-human,2,https://www.encodeproject.org/files/ENCFF696QAK/@@download/ENCFF696QAK.fastq.gz,https://www.encodeproject.org/files/ENCFF827LCX/@@download/ENCFF827LCX.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
GTF2A2-human,1,https://www.encodeproject.org/files/ENCFF264IWL/@@download/ENCFF264IWL.fastq.gz,https://www.encodeproject.org/files/ENCFF483AVN/@@download/ENCFF483AVN.fastq.gz,https://www.encodeproject.org/files/ENCFF598DYO/@@download/ENCFF598DYO.fastq.gz,https://www.encodeproject.org/files/ENCFF598DYO/@@download/ENCFF598DYO.fastq.gz
GTF2A2-human,2,https://www.encodeproject.org/files/ENCFF339NHI/@@download/ENCFF339NHI.fastq.gz,https://www.encodeproject.org/files/ENCFF677HTA/@@download/ENCFF677HTA.fastq.gz,https://www.encodeproject.org/files/ENCFF598DYO/@@download/ENCFF598DYO.fastq.gz,https://www.encodeproject.org/files/ENCFF598DYO/@@download/ENCFF598DYO.fastq.gz
GTF2F1-human,1,https://www.encodeproject.org/files/ENCFF055CQR/@@download/ENCFF055CQR.fastq.gz,https://www.encodeproject.org/files/ENCFF784TRG/@@download/ENCFF784TRG.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
GTF2F1-human,2,https://www.encodeproject.org/files/ENCFF909TZW/@@download/ENCFF909TZW.fastq.gz,https://www.encodeproject.org/files/ENCFF999MLQ/@@download/ENCFF999MLQ.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
HDAC1-human,1,https://www.encodeproject.org/files/ENCFF034CSX/@@download/ENCFF034CSX.fastq.gz,https://www.encodeproject.org/files/ENCFF919QDE/@@download/ENCFF919QDE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
HDAC1-human,2,https://www.encodeproject.org/files/ENCFF095OUI/@@download/ENCFF095OUI.fastq.gz,https://www.encodeproject.org/files/ENCFF672NLI/@@download/ENCFF672NLI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
HDAC1-human,3,https://www.encodeproject.org/files/ENCFF394TOY/@@download/ENCFF394TOY.fastq.gz,https://www.encodeproject.org/files/ENCFF581QYR/@@download/ENCFF581QYR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
HDAC1-human,4,https://www.encodeproject.org/files/ENCFF410PAM/@@download/ENCFF410PAM.fastq.gz,https://www.encodeproject.org/files/ENCFF677ULQ/@@download/ENCFF677ULQ.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
